UPOS	SPOS	EqlNumUPOS	EqlNumSPOS	gender1M2F	number1S2P	polarity1p2n3nu	Positive-Sentiment	Negative-Sentiment	Neutral-Sentiment	Morpho1P2S0N	complexword	compoundword	Reduplicatedword	Lema	Diac	Infinitive	UnigramProb	Token
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	خدمت
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0021	عبادت
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0017	پاڪستان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	پوليس
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0001	سڇي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0029	ٿئي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
NOUN	اسم	1	1	1	1	2	0	2	0	1	0	0	0	1	0	0	0.0001	جرم
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0008	ٿين
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0027	ملڪ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
DET	ضمير اشارو			0	1	3	0	0	3	2	0	1	0	1	0	0	0.0013	جيڪو
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0007	ڏاڍو
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	سو
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	گابو
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0021	آ
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	يا
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0013	خدا
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADJ	صفت	5	5	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0016	سڀني
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0048	پنهنجي
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	پناھ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	رک
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	0	2	2	0	2	0	2	1	0	0	0	0	0	0.0002	ظالمن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
PRON	ضمير	2	2	0	1	1	1	0	0	2	1	0	0	1	1	0	0.0001	بچاءِ
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	1	1	0	0	2	1	0	0	1	0	0	0.0005	صوفي
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	صاف
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0021	ڪيو
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0001	ڌوئي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	ورق
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	وجود
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	پڇين
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.002	دوست
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0001	پاسي
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	ڪر
NOUN	اسم	1	1	1	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	پرهيز
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0001	جنين
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	ڏٺو
NOUN	اسم	1	1	1	1	1	1	0	0	2	1	0	0	1	0	0	0.0001	هوت
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	تن
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	دين
ADJ	صفت	5	5	0	1	3	0	0	3	2	0	1	0	0	0	0	0.0002	سڀئي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.001	دور
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0004	ڪيا
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	پيار
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	چاھ
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	جيون
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	سگھ
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	پيدا
VERB	فعل	4	4	0	2	1	1	0	0	1	0	0	0	0	0	0	0.0026	ڪن
VERB	فعل	4	4	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0064	ٿا
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	1	0	0	0	1	1	0	0.0058	سنڌ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	اجرڪ
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	جام
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0001	پائين
VERB	فعل	4	4	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0064	ٿا
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
X	نامعلوم	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	ڌ
NOUN	اسم	1	1	0	1	1	1	0	0	2	1	0	0	1	0	1	0.0001	مرڪڻ
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	0	1	1	1	0	0	2	1	0	0	0	0	1	0.0002	کلڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	سڪون
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0005	اچي
VERB	فعل	4	4	0	1	3	0	0	3	2	0	0	0	1	0	0	0.013	ٿو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0027	اڄ
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0014	عيد
PROPN	اسم خاص	3	3	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0001	ميلادالنبي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	سڀ
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	0	0	1	0	0	0.0049	تمام
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0004	گھڻا
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0032	خوش
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0005	آهيون
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	2	0	1	0	1	0	0	0.001	جيڪڏهن
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	نيت
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	صاف
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
NOUN	اسم	1	1	0	1	3	0	0	3	2	0	0	1	1	0	0	0.0001	وک وک
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	تي
ADJ	صفت	5	5	0	2	2	0	2	0	2	1	0	0	0	0	0	0.0001	ڏکيايون
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
ADJ	صفت	5	5	0	2	2	0	2	0	2	1	0	0	0	0	0	0.0001	مشڪلاتون
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0004	ملن
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0008	ٿيون
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	نيت
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	صاف
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	منزل
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0001	آسان
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	1	1	0	0	2	1	0	0	1	0	0	0.0011	گلاب
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.001	گل
DET	ضمير اشارو			0	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	جھڙو
NOUN	اسم	1	1	1	1	3	0	0	3	2	0	1	0	1	0	0	0.0057	انسان
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	1	0.0005	ٿيڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0032	لاءِ
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.002	دل
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	نيت
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	صاف
VERB	فعل	4	4	0	1	3	0	0	3	2	0	1	0	0	0	0	0.0002	رکجي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0011	انسانن
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0.003	محبت
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0007	ڪجي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
DET	ضمير اشارو			0	2	3	0	0	3	2	0	1	0	0	0	0	0.0008	انهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	خدمت
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0007	ڪجي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0008	وڏن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	ادب
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0032	هڪ
ADJ	صفت	5	5	1	1	1	1	0	0	2	1	0	0	1	0	0	0.0039	سٺو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	عمل
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	تي
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	فرض
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0016	سڀني
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0011	انسانن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0048	پنهنجي
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	رب
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0021	عبادت
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0005	ديسي
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0005	هنرن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	زور
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	1	0.0005	وٺائڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	1	1	0	0	2	0	1	0	1	0	0	0.0007	مسڪراهٽ
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	1	0	0	0.0004	خوشيون
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0004	آڻي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مختلف
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0007	دورن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0011	قومن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.001	بقا
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0007	سڌاري
ADP	حرفِ جر	6	6	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0039	جا
NOUN	اسم	1	1	1	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	معيار
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مختلف
VERB	فعل	4	4	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0007	رهيا
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0052	آهن
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	1	0	1	0.0004	جيئڻ
VERB	فعل	4	4	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0006	سکو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0001	هت
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	ڪير
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0013	ڀي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0023	ڪنهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0005	ڪونهي
PUNC	بيهڪ جي نشاني	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	،
DET	ضمير اشارو			0	1	3	0	0	3	2	0	1	0	1	0	0	0.0005	هرڪوئي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0048	پنهنجي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0032	لاءِ
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0001	جيئي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.002	پيو
PUNC	بيهڪ جي نشاني	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	،
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	خبر
ADV	ظرف	7	7	0	1	2	0	2	0	2	0	1	0	1	0	0	0.0002	ناهي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	ايئن
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	ڇو
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.001	پيا
VERB	فعل	4	4	0	2	1	1	0	0	1	0	0	0	0	0	0	0.0026	ڪن
PUNC	بيهڪ جي نشاني	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	؟
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0007	صبح
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	سوير
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0002	پکين
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
X	نامعلوم	18	18	0	2	3	0	0	3	2	0	0	1	1	0	0	0.0002	چون چون
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0049	تمام
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0026	گھڻو
ADJ	صفت	5	5	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	مزو
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0005	ڏين
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0008	ٿيون
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	ميوو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	1	0.0007	کائڻ
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0049	تمام
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0001	ضروري
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	2	0	2	0	2	1	0	0	0	0	0	0.0001	ڪمزوري
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	0	0	0	0.0004	اها
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0002	جلدي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	2	1	2	0	2	0	1	0	0	0	1	0	0	0.0001	هار
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0001	مڃي
VERB	فعل	4	4	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0001	ويندا
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0005	آهيون
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	پر
NOUN	اسم	1	1	2	1	1	1	0	0	2	1	0	0	1	0	0	0.0008	ڪاميابي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	0	0	0	0.0019	بهترين
NOUN	اسم	1	1	1	1	3	0	0	3	0	0	0	0	1	0	0	0.0002	رستو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0032	هڪ
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	ڀيرو
NUM	صفت عددي	12	12	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	ٻيهر
NOUN	اسم	1	1	2	1	1	1	0	0	2	1	0	0	1	0	0	0.001	ڪوشش
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	گدڙ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	سئو
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	سال
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	شينهن
